subject_id,T1_1 Country,T1_1 County,T1_1 State/Province,T3_1 Locality,T4_1 Other Notes,T6_1 Collector,T8_1 Begin Month,T9_1 Begin Day,T10_1 Begin Year,T13_1 End Month,T14_1 End Day,T15_1 End Year,T19_1 Associated Plant or Plant Host,T20_1 Trap Type,T21_1 Determined By (Det. as),T22_1 Date of Determination,T23_1 Sex,T26_1 Elevation,Filename
81434297,United States of America,Los Angeles,California,JNPHLS,,A. Evans,9 - September - IX,8,1972,,,,,,,,,,LACMENT593618_had_lbs.jpg
81434298,United States of America,Los Angeles,California,JNPHLS,Andrena (Plastandrena) prunorum prunorum,A. Evans,4 - April - IV,8,1972,,,,,,,,,,LACMENT593619_had_lbs.jpg
81434299,United States of America,Los Angeles,California,Pomona,Andrena (Plastandrena) prunorum prunorum,T.A. Larson,,3,1970,,,,,,T. A. Larson,,,,LACMENT593620_had_lbs.jpg
81434300,United States of America,San Diego,California,"3.8 mi. SW Pine Valley, Laguna Mountains",Andrena (Plastandrena) prunorum prunorum,C. D. Nagano,9 - September - IX,31,1978,,,,,,,,,,LACMENT593621_had_lbs.jpg
81434301,United States of America,Los Angeles,California,Baldwin Hills,,Silver,4 - April - IV,16,1951,,,,,,,,,,LACMENT593622_had_lbs.jpg
81434302,United States of America,Los Angeles,California,Pacoima Wsh.,Andrena (Plastandrena) prunorum prunorum,Jack Lyon,6 - June - VI,22,1968,,,,,,,,,,LACMENT593623_had_lbs.jpg
81434303,United States of America,Los Angeles,California,Van Nuys,Andrena (Plastandrena) prunorum prunorum; Andrena (Plastandrena) prunorum prunorum Ckll.,J. Lyon,3 - March - III,17,1976,,,,,,J. Lyon,III 1976,♀,,LACMENT593624_had_lbs.jpg
81434304,United States of America,Los Angeles,California,Van Nuys,Andrena (Plastandrena) prunorum prunorum; Andrena (Plastandrena) pronorum prunurum Ckll.,J. Lyon,3 - March - III,17,1976,,,,,,J. Lyon,III-1976,♀,,LACMENT593625_had_lbs.jpg
81434306,United States of America,Richmond,Georgia,Ft. Gordon,Andrena (Plastandrena) prunorum prunorum; Andrena (Plastandrena) prunorum prunorum Cockerell,R.R. Snelling,4 - April - IV,6,1958,,,,,,W. E. LaBerge,IV / 6 / 1958,,,LACMENT593626_had_lbs.jpg
81434307,United States of America,Los Angeles,California,Van Nuys,Andrena (Plastandrena) prunorum prunorum; Andrena (Plastandrena) pronorum pronurum Ckll.,J. Lyon,3 - March - III,17,1976,,,,,,J. Lyon,III-1976,♀,,LACMENT593627_had_lbs.jpg
81434309,United States of America,Los Angeles,California,Van Nuys,Andrena (Plastandrena) prunorum prunorum; Andrena (Plastandrena) pronurum pronurum,J. Lyon,3 - March - III,17,1976,,,,Andrena,,J. Lyon,III-1976,♀,-1976,LACMENT593628_had_lbs.jpg
81434310,United States of America,Los Angeles,California,Van Nuys,Andrena (Plastandrena) prunorum prunorum; Andrena (Plastandrena) pronurum pronurum Cockerell,J. Lyon,3 - March - III,17,1976,,,,,,J. Lyon,March 1976,♀,,LACMENT593629_had_lbs.jpg
81434311,Unknown Country,,California,,Andrena (Plastandrena) prunorum prunorum; Andrena prunorum mariformis Ckrl.,J. Lyon,3 - March - III,Not shown,1967,,,,Col. on Ceanothus thrysiflorus Esch,,J. Lyon,1967,,,LACMENT593630_had_lbs.jpg
81434312,United States of America,Los Angeles,California,Pacoima Wsh.,Andrena (Plastandrena) prunorum prunorum,Jack Lyon,6 - June - VI,4,1970,,,,Eriogonum fasciculatum (Benth.),,Col. Jack Lyon,,,,LACMENT593631_had_lbs.jpg
81434313,United States of America,Lassen,California,Halleluja Jet,Andrena (Plastandrena) prunorum prunorum,M G Axtman,6 - June - VI,30,1970,,,,,,,,,,LACMENT593632_had_lbs.jpg
81434314,United States of America,Jefferson,Colorado,Chimney Gulch,Andrena (Plastandrena) prunorum prunorum; 4756,,6 - June - VI,13,1898,,,,,,,6/13/98,,4756,LACMENT593633_had_lbs.jpg
81434315,United States of America,Denver,Colorado,Berkeley,Andrena (Plastandrena) prunorum prunorum,,Not shown,Not shown,Not shown,,,,,,,,,,LACMENT593634_had_lbs.jpg
81434316,United States of America,Denver,Colorado,Berkeley,Andrena (Plastandrena) prunorum prunorum,,Not shown,Not shown,Not shown,,,,,,,,,,LACMENT593635_had_lbs.jpg
81434317,United States of America,Denver,Colorado,Denver,Andrena (Plastandrena) prunorum prunorum,Oslar,Not shown,Not shown,Not shown,,,,,,Oslar.,,,,LACMENT593636_had_lbs.jpg
81434318,United States of America,,Colorado,Berkley,Andrena (Plastandrena) prunorum prunorum,,Not shown,Not shown,Not shown,,,,,,,,,,LACMENT593637_had_lbs.jpg
81434319,United States of America,Denver,Colorado,Berkeley,Andrena (Plastandrena) prunorum prunorum,,Not shown,Not shown,Not shown,,,,,,,,,,LACMENT593638_had_lbs.jpg
81434320,United States of America,Denver,Colorado,Berkeley,Andrena (Plastandrena) prunorum prunorum,bee,Not shown,Not shown,Not shown,3 - March - III,3,2020,Bee,Pan Trap (YPT),Bee,Bee,♀,Bee,LACMENT593639_had_lbs.jpg
81434321,United States of America,,Colorado,Berkeley,Andrena (Plastandrena) prunorum prunorum,,Not shown,Not shown,Not shown,,,,,,,,,,LACMENT593640_had_lbs.jpg
81434322,United States of America,,California,Claremont,Andrena (Plastandrena) prunorum prunorum; A. prunorum mariformis Ckll.,Baker,Not shown,Not shown,1967,,,,,,R. R. Snelling,1967,♀,,LACMENT593641_had_lbs.jpg
81434323,United States of America,Los Angeles,California,Ballona Wetlands near Playa del Rey Area 1,Andrena (Plastandrena) prunorum prunorum; 00570; Andrena prunorum Ckll.,C.Nagano,3 - March - III,15,1981,,,,,,Snelling,'81,♀,,LACMENT593642_had_lbs.jpg
81434324,United States of America,Los Angeles,California,Ballona Wetlands near Playa del Rey,LACM Ballona Wetlands Survey Area 1 Andrena (Plastandrena) prunorum prunorum 00687,R.R. Snelling,5 - May - V,8,1981,,,,Melilotus indica,,,,,,LACMENT593643_had_lbs.jpg
81434325,United States of America,Los Angeles,California,Ballona Wetlands near Playa del Rey,Andrena (Plastandrena) prunorum prunorum; LACM Ballona Wetlands Survey Area 1,R. R. Snelling,5 - May - V,8,1981,,,,Raphanus,,,August 1981,,,LACMENT593644_had_lbs.jpg
81434326,Unknown Country,,,,Andrena (Plastandrena) prunorum prunorum; Andrena prunorum; 00686; second image,,Not shown,Not shown,Not shown,,,,,,,,♂,,LACMENT593644(2)_had_lbs.jpg
81434328,United States of America,Los Angeles,California,Ballona Wetlands near Playa del Rey,Andrena (Plastandrena) prunorum prunorum; 00651,C. Nagano,5 - May - V,9,1981,,,,,,,,,,LACMENT593645_had_lbs.jpg
81434330,United States of America,Los Angeles,California,Ballona Wetlands near Playa del Rey Area 1,Lable says: 00729,R. R. Snelling,6 - June - VI,9,1981,,,,Brassica geniculata,,,,♂,,LACMENT593646_had_lbs.jpg
81434331,United States of America,Kern,California,Walker Pass,Andrena (Plastandrena) prunorum prunorum; Andrena prunorum mariformis Ckll.,G. D. Butler,6 - June - VI,13,1953,,,,prickly poppy,,Timb.,,,,LACMENT593647_had_lbs.jpg
81434332,United States of America,Kern,California,Walker Pass,Andrena (Plastandrena) prunorum prunorum,G. D. Butler,6 - June - VI,13,1953,,,,prickly poppy,,,,,,LACMENT593648_had_lbs.jpg
81434333,United States of America,Kern,California,Walker Pass,Andrena (Plastandrena) prunorum prunorum,G. D. Butler,6 - June - VI,13,1953,,,,prickly poppy,,,,,,LACMENT593649_had_lbs.jpg
81434336,United States of America,Kern,California,Walker Pass,Andrena (Plastandrena) prunorum prunorum,G. D. Butler,6 - June - VI,13,1953,,,,prickly poppy,,,,,,LACMENT593650_had_lbs.jpg
81434337,United States of America,Fresno,California,Panoche Cr. Can.,Andrena (Plastandrena) prunorum prunorum; Andrena prunorum mariformis Ckll.,R. R. Snelling,4 - April - IV,10,1957,,,,On Tamarix,,Snelling,'57,♀,,LACMENT593651_had_lbs.jpg
81434339,United States of America,Fresno,California,Panoche Cr. Can,Andrena (Plastandrena) prunorum prunorum,R. R. Snelling,4 - April - IV,10,1957,4 - April - IV,10,1957,On Tamarix,,,Apr. 10 1957,,,LACMENT593652_had_lbs.jpg
81434341,United States of America,Los Angeles,California,Santa Monica Mts,Andrena (Plastandrena) prunorum prunorum; U.C.L.A.Coll. Accessioned L.A.C.M. 1965,A. Strong,3 - March - III,28,1957,,,,,,,3 / 28 / 1957,,,LACMENT593653_had_lbs.jpg
81434343,United States of America,Fresno,California,Panoche Cr. Can,Andrena (Plastandrena) prunorum prunorum,R. R. Snelling,4 - April - IV,10,1957,,,,On Tamarix,,,,,,LACMENT593654_had_lbs.jpg
81434344,Unknown Country,,,,,,Not shown,Not shown,Not shown,,,,,,Timb.,,,,LACMENT593655_had_lbs.jpg
81434345,United States of America,San Diego,California,S. Felipe W,Andrena ( Plastandrena) prunorum prunorum,C.Dammers,3 - March - III,15,1936,,,,,,,,♀,,LACMENT593656_had_lbs.jpg
81434346,United States of America,San Diego,California,S. Felipe W.,Andrena (Plastandrena) prunorum prunorum,C. Dammers,3 - March - III,15,1936,,,,,,,,♀,,LACMENT593657_had_lbs.jpg
81434347,United States of America,San Diego,California,S. Felipe W.,,C. Dammers,3 - March - III,15,1936,,,,,,,15 / March / 1936,♀,,LACMENT593658_had_lbs.jpg
81434348,United States of America,,California,Baldwin Hills,Andrena (Plastandrena) prunorum prunorum,,4 - April - IV,19,1953,,,,,,,,,,LACMENT593659_had_lbs.jpg
81434349,United States of America,Los Angeles,California,Baldwin Hills,Andrena (Plastandrena) prunorum prunorum,,4 - April - IV,19,1953,,,,,,,,,,LACMENT593660_had_lbs.jpg
81434350,United States of America,Los Angeles,California,Baldwin Hills,Andrena (Plastandrena) prunorum prunorum,Arnold Menke Jr.,5 - May - V,2,1953,5 - May - V,2,1953,,,,,,,LACMENT593661_had_lbs.jpg
81434352,United States of America,Plumas,California,Buck's Lake,Andrena (Plastandrena) prunorum prunorum,R. L. Langston,6 - June - VI,23,1949,,,,,,,,,,LACMENT593662_had_lbs.jpg
81434353,United States of America,Kern,California,1.5 mi. E. Frazier Mtn. Park,Andrena (Plastandrena) prunorum prunorum,R.L. Westcott,6 - June - VI,19,1960,,,1958,,,,,,,LACMENT593663_had_lbs.jpg
81434354,United States of America,Riverside,California,Anza,Andrena (Plastandrena) prunorum prunorum,L. A. Stange,7 - July - VII,8,1956,,,,,,,,,,LACMENT593664_had_lbs.jpg
81434355,United States of America,Riverside,California,Anza,Andrena (Plastandrena) prunorum prunorum LACM Ent 593665,L. A. Stange,7 - July - VII,3,1956,,,,,,,,,,LACMENT593665_had_lbs.jpg
81434356,United States of America,Riverside,California,Anza,Andrena (Plastandrena) prunorum prunorum,L. A. Stange,6 - June - VI,24,Not shown,,,,,,,,,,LACMENT593666_had_lbs.jpg
81434358,United States of America,Riverside,California,Anza,Andrena (Plastandrena) prunorum prunorum,L.A.Stange,6 - June - VI,24,Not shown,,,,,,,,,,LACMENT593667_had_lbs.jpg
81434359,United States of America,Riverside,California,Anza,Andrena (Plastandrena) prunorum prunorum,L.A. Stange,6 - June - VI,24,1958,,,,,,,June 24 1958,,,LACMENT593668_had_lbs.jpg
81434361,United States of America,Riverside,California,Anza,Andrena (Plastandrena) prunorum prunorum,L. A. Stange,7 - July - VII,3,1956,,,,,,,,,,LACMENT593669_had_lbs.jpg
81434363,Mexico,,Baja California,Nr. La Zapopita Valle de la Trinidad,,F. S. Truxal,4 - April - IV,9,1961,4 - April - IV,14,1961,,,,IV / 9-14 /1961,,,LACMENT593670_had_lbs.jpg
81434364,Mexico,,Baja California,Nr. La Zapopita Valle de Trinidad,Andrena (Plastandrena) prunorum prunorum,F. S. Truxal,4 - April - IV,9,1961,4 - April - IV,14,1961,,,,,,,LACMENT593671_had_lbs.jpg
81434365,United States of America,Los Angeles,California,Baldwin Hills,Andrena (Plastandrena) prunorum prunorum,Arnold Menke,5 - May - V,2,1953,,,,,,,,,,LACMENT593672_had_lbs.jpg
81434367,United States of America,Riverside,California,Perris 5 m W,Andrena (Plastandrena) prunorum prunorum; U.C.L.A.Coll. Accessioned L.A.C.M. 1965,E.G. Linsley,3 - March - III,21,1936,,,,,,UCLA,1965,,,LACMENT593673_had_lbs.jpg
81434368,United States of America,Los Angeles,California,Slauson Hills,Andrena (Plastandrena) prunorum prunorum; U.C.L.A.Coll. Accessioned L.A.C.M. 1965,W. Griesel,4 - April - IV,30,1933,,,,,,,,,,LACMENT593674_had_lbs.jpg
81434370,United States of America,Pima,Arizona,Tucson,Andrena (Plastandrena) prunorum prunorum; Andrena prunorum prunorum Ckll.,G.D. Butler,5 - May - V,11,1953,,,,Desert Marigold,,Timb.,,,,LACMENT593675_had_lbs.jpg
81434372,United States of America,,Colorado,Chimney Gulch,Andrena (Plastandrena) prunorum prunorum,,4 - April - IV,22,1899,,,,,,,,,,LACMENT593676_had_lbs.jpg
81434373,United States of America,Alameda,California,Berkeley,,Oslar,6 - June - VI,20,1901,,,,Andrena prunorum prunorum,,,,,,LACMENT593677_had_lbs.jpg
81434374,United States of America,Clear Creek,Colorado,Clear Creek,Andrena (Plastandrena) prunorum prunorum,Oslar,8 - August - VIII,19,1901,,,,,,,,,,LACMENT593678_had_lbs.jpg
81434375,United States of America,Jefferson,Colorado,Chimney Gulch,Andrena (Plastandrena) prunorum prunorum,,6 - June - VI,13,1898,,,,,,,,,,LACMENT593679_had_lbs.jpg
81434377,United States of America,Pima,Arizona,Tucson,Andrena (Plastandrena) prunorum prunorum,G.D. Butler,5 - May - V,11,1953,,,,Poppy,,,,,,LACMENT593680_had_lbs.jpg
81434378,United States of America,Los Angeles,California,Baldwin Hills,Andrena (Plastandrena) prunorum prunorum; Andrena (Plastandrena) prunorum Cockerell,J. A. Honey,6 - June - VI,7,1959,,,,not shown,,W. E. LaBerge,not shown,,,LACMENT593681_had_lbs.jpg
81434379,United States of America,Los Angeles,California,Bev. Glen Can.,Andrena (Plastandrena) prunorum prunorum; U.C.L.A.Coll. Accessioned L.A.C.M. 1965; Andrena (Plastandrena) prunorum Cockerell,Bimantoro,4 - April - IV,27,1957,,,,,,W. E. LaBerge,1965,,,LACMENT593682_had_lbs.jpg
81434380,United States of America,Los Angeles,California,U.C.L.A.,Andrena (Plastandrena) prunorum prunorum; U.C.L.A.Coll. Accessioned L.A.C.M. 1965; Andrena (Plastandrena) prunorum Cockerell,D. M. Horton,5 - May - V,15,1957,,,,,,W. E. LaBerge,1965,,,LACMENT593683_had_lbs.jpg
81434381,United States of America,Los Angeles,California,Bev. Glen Can.,Andrena (Plastandrena) prunorum prunorum; U.C.L.A.Coll. Accessioned L.A.C.M. 1965; Andrena (Plastandrena) prunorum Cockerell,UCLA,4 - April - IV,27,1957,4 - April - IV,27,1957,,,W. E. LaBerge,1965,,,LACMENT593684_had_lbs.jpg
81434382,United States of America,Los Angeles,California,Bev. Glen Can.,,,4 - April - IV,27,1957,,,1965,Andrena plastandrena,,W. E. LaBerge,1965,,,LACMENT593685_had_lbs.jpg
81434383,United States of America,Los Angeles,California,Bev. Glen Can.,Andrena (Plastandrena) prunorum prunorum. U.C.L.A. COLL. Accessioned L.A.C.M. 1965. Andrena (Plastandrena) prunorum Cockerell,,4 - April - IV,27,1957,,,,,,W. E. LaBerge,,,,LACMENT593686_had_lbs.jpg
81434384,United States of America,Placer,California,13 mi. E. Forest Hill,Andrena (Plastandrena) prunorum prunorum; Andrena (Plastandrena) prunorum Cockerell,RR&MD Snelling,6 - June - VI,24,1962,,,,,,W. E. Laberge,,,,LACMENT593687_had_lbs.jpg
81434385,United States of America,Lassen,California,Hallelujah Jct.,Andrena (Plastandrena) prunorum prunorum; Andrena (Plastandrena) prunorum Cockerell,R.L. Westcott,7 - July - VII,12,1962,,,,,,W. E. LaBerge,,,,LACMENT593688_had_lbs.jpg
81434386,United States of America,,Nevada,"Thomas Cn. Cp.Gd. Lamoille Canyon, Ruby Mts.",Andrena (Plastandrena) prunorum prunorum; Andrena (Plastandrena) prunorum Cockerell,C L Hogue,6 - June - VI,20,1960,,,,,,W. E. LaBerge,,,,LACMENT593689_had_lbs.jpg
81434387,United States of America,Los Angeles,California,Bev. Glen Can.,Andrena (Plastandrena) prunorum prunorum. U.C.L.A. COLL. Accessioned L.A.C.M. 1965. Andrena (Plastandrena) prunorum Cockerell,,4 - April - IV,27,1957,,,,,,W. E. LaBerge,,,,LACMENT593690_had_lbs.jpg
81434388,United States of America,Los Angeles,California,Bev.Glen. Can.,Andrena (Plastandrena) prunorum prunorum; U.C.L.A.Coll. Accessioned L.A.C.M. 1965; Andrena (Plastandrena) prunorum Cockerell,,4 - April - IV,27,1957,,,,,,W. E. LaBerge,,,,LACMENT593691_had_lbs.jpg
81434390,United States of America,Bingham,Idaho,Blackfoot 28 mi. NW,Andrena (Plastandrena) prunorum prunorum; Andrena (Plastandrena) prunorum Cockerell,R.R.Snelling,6 - June - VI,15,1967,,,,,,W. E. LaBerge,,,,LACMENT593692_had_lbs.jpg
81434391,United States of America,Los Angeles,California,Long Beach,Andrena (Plastandrena) prunorum prunorum,R.J. Hamton,2 - February - II,12,1967,2 - February - II,12,1967,Brassica,,,,,,LACMENT593693_had_lbs.jpg
81434393,United States of America,Lassen,California,Hallelujah Jct.,Andrena (Plastandrena) prunorum prunorum; Andrena (Plastandrena) prunorum Cockerell,R.L. Westcott,7 - July - VII,12,1962,,,,,,W. E. LaBerge,,,,LACMENT593694_had_lbs.jpg
81434394,United States of America,Walla Walla,Washington,Walla Walla,Andrena (Plastandrena) prunorum prunorum; U.C.L.A.Coll. Accessioned L.A.C.M. 1965; Andrena P. prunorum Cockerell,G.E. Bohart,6 - June - VI,Not shown,1936,,,,,,G. Bohart,'39,,,LACMENT593695_had_lbs.jpg
81434395,United States of America,,California,Jackson,,R. P. Allen,4 - April - IV,23,1959,,,,,,,,,,LACMENT593697_had_lbs.jpg
81434397,United States of America,Tuolumne,California,N. Fork Stanislaus. 5 mi NW columbia,Andrena (Plastandrena) prunorum prunorum,R. Snelling,4 - April - IV,26,1954,4 - April - IV,26,1954,on Gilia capitata,,,1954,,3000 ft.,LACMENT593698_had_lbs.jpg
81434398,United States of America,Amador,California,Jackson,Andrena (Plastandrena) prunorum prunorum; Andrena p. kincaidii Ckll.,R. P. Allen,4 - April - IV,23,1959,,,,,,R. R. Snelling,‘59,♀,,LACMENT593699_had_lbs.jpg
81434399,United States of America,Los Angeles,California,,Andrena (Plastandrena) prunorum prunorum. U.C.L.A. COLL. Accessioned L.A.C.M. 1965,V. P. Campbell,5 - May - V,3,1957,,,,,,,1965,,3'57,LACMENT593700_had_lbs.jpg
81434401,United States of America,Los Angeles,California,3 mi Cyn Sta Monica Mts.,Andrena (Plastandrena) prunorum prunorum. U.C.L.A. COLL. Accessioned L.A.C.M. 1965,A. Strong,3 - March - III,8,1957,,,,,,,,,,LACMENT593701_had_lbs.jpg
81434402,United States of America,Los Angeles,California,Culver City,Andrena (Plastandrena) prunorum prunorum,J. A. R.,3 - March - III,29,1959,,,,,,W. E. LaBerge,,,,LACMENT593702_had_lbs.jpg
81434403,United States of America,Los Angeles,California,Beverly Glen,Andrena (Plastandrena) prunorum prunorum; U.C.L.A.Coll. Accessioned L.A.C.M. 1965; Andrena (Plastandrena) prunorum Cockerell,R. X. Schick,6 - June - VI,13,1957,,,,,,W. E. LaBerge,,,,LACMENT593703_had_lbs.jpg
81434405,United States of America,Los Angeles,California,"mouth of Eaton Cyn., Altadena",Andrena (Plastandrena) prunorum prunorum,R. R. Snelling & T. W. Taylor,4 - April - IV,7,1972,4 - April - IV,7,1972,,,,,,,LACMENT593704_had_lbs.jpg
81434406,United States of America,Los Angeles,California,"mouth of Eaton Cyn., Altadena",Andrena (Plastandrena) prunorum prunorum,R. R. Snelling & T. W. Taylor,4 - April - IV,7,1972,,,,Andrena,,"R. R. Snelling, T. W. Taylor",7-10-1972,,,LACMENT593705_had_lbs.jpg
81434407,United States of America,Los Angeles,California,"mouth of Eaton Cyn., Altadena",Andrena (Plastandrena) prunorum prunorum; colls collected & opened 31 Nov. 1972,"R. R. Snelling, T. W. Taylor",Not shown,Not shown,1972,,,,,,R.R Snelling & T. W. Taylor,1972,,,LACMENT593706_had_lbs.jpg
81434409,United States of America,Los Angeles,California,"mouth of Eaton Cyn. Altadena, Calif 1972",Andrena (Plastandrena) prunorum prunorum; cells collected & opened 31 Nov. 1972,R. R. Snelling & T. W. Taylor,11 - November - XI,31,1972,,,,,,,13 / 11 / 1972,,,LACMENT593707_had_lbs.jpg
81434410,United States of America,Los Angeles,California,"mouth of Eaton Cyn., Altadena",Andrena (Plastandrena) prunorum prunorum; cells collected & opened 31 Nov. 1972,R. R. Snelling & T. W Taylor,Not shown,Not shown,1972,,,,,,,,,,LACMENT593708_had_lbs.jpg
